1girl, 1 девушка
minagi_koharu, минаги_кохару
lobelia_carlini, лобелия карлини
box_on_head, коробка_на_головке
resident_evil_0, резидент_эвил_0
holding_tool, удерживающий инструмент
koori_chikage, коори_чикаге
noel_(tsukihime), ноэль(цукихиме)
zookeeper, смотритель зоопарка
shirayuki_hina, шираюки_хина
honda_motocompo, honda_мотокомпо
fourth_of_july, четвертое число июля
dooby_(vtuber), дуби_(втубер)
mof's_silver_haired_twintailed_girl, девушка с серебряными волосами и двойным хвостом от министерства финансов
open_sign, открытый_знак
dia_de_muertos, диа_де_муэртос
looker_(pokemon), красавчик(покемон)
mastectomy_scar, мастэктомический шрам
fundoshi_pull, фундоши_пулл
space_marine, космодесантник
mirajane_strauss, миражане_страусс
antler_ribbon, оленьи рога
shin_megami_tensei_v:_vengeance, shin_megami_tensei_v: месть
bug_spray, средство для удаления ошибок
holding_pan, удерживающая панель
izuna_(gouma_reifuden_izuna), изуна(гума рейфуден изуна)
cassandra_cain, кассандра_кейн
grey_tunic, серый туник
toy_robot, игрушечный робот
gundam_seed_astray, гандам_сеед_астрей
sonic_riders, звуковые наездники
luftwaffe, люфтваффе
kaga_(kancolle)_(cosplay), кага(канколле)(косплей)
porom, пором
ivy_(summer)_(fire_emblem), плющ_(лето)_(огненное слияние)
nancy_lee, финансист_ли
sounds_of_earth_(umamusume), звуки земли(умамусуме)
minamoto_no_raikou_(swimsuit_lancer)_(first_ascension)_(fate), минамото_но_райкоу_(танцовщица в купальнике_)_(первое восхождение)_(судьба)
hatsune_miku_no_shoushitsu_(vocaloid), хацунэ_мику_но_шушицу_(вокалоид)
heart-shaped_cookie, печенье в форме сердечка
nirei_nozomi, нирей_нозоми
marumaru_no_shuyaku_wa_wareware_da!, marumaru_no_shuyaku_wa_wareware_da!
libeccio_(swimsuit_mode)_(kancolle), libeccio_(купальник_модный)_(канколле)
pottery, керамика
monster_hunter_stories_2, монстр_охотник_истории_2
twin-lens_reflex_camera, зеркальная камера с двумя объективами
brown_umbrella, коричневая_умбрелла
wet_pants, мокрые штаны
dobrynya_nikitich_(second_ascension)_(fate), добрыня_никитич_(второе вознесение)_(судьба)
gamers!, геймеры!
glider, планер
ikari_shinji_(cosplay), икари_шинджи(косплей)
puma_(brand), puma_(бренд)
ofuro, офуро
gouda_takeshi, гауда_такеши
mamoswine, мамосвинье
kirara_(arknights), кирара(рыцари аркана)
milinda_brantini, милинда_брантини
namari_(dungeon_meshi), намари(подземелье меши)
suzuki_shou, сузуки_шоу
tokai_teio_(beyond_the_horizon)_(umamusume), токай_тейо_(за пределами горизонта)_(умамусуме)
bismarck_(beacon_of_the_iron_blood)_(azur_lane), бисмарк(маяк_из_крови_ироны)_(азур_лейн)
inoue_miyako, иноуэ_мияко
variable_geo, переменная_geo
blue_garter_straps, синие завязки_гартера
seidr_(fire_emblem), сеидр_(огненный узел)
street_snap, уличный розыгрыш
imminent_fingering, неизбежное касание пальцами
caine_(the_amazing_digital_circus), каин(удивительный цифровой круг)
green_screen, зеленый экран
executioner_(girls'_frontline), исполнитель(линия фронта для девочек)
falling_money, падающие деньги
christianity, христианство
midori_(fire_emblem), мидори(огненный узел)
verniy_(saury_festival)_(kancolle), верный(саурийский фестиваль)(канколле)
devil_may_cry_2, дьявольский_май_крик_2
chajinbou, чаджинбу
tapestry, гобелен
momiji_(ninja_gaiden), момидзи(девушка-ниндзя)
buffering, буферизация
shiromiya_rei, широмия_рей
sentouin_hakenshimasu!, сентуин_хакеншимасу!
cradling_head, качающаяся головка
not_for_sale, не_ для_продажи
misty_(pokemon)_(cosplay), мисти(покемон)(косплей)
nicole_(class_of_09), Николь(класс_из_09)
clanne_(fire_emblem), клан(огненное объединение)
kumamon, кумамон
yokohama_dena_baystars, йокогама_дена_бэйстарс
hinata_(pure_pure), хината(чистокровный)
yurishiro_ginko, юриширо_гинко
chiaki_kurihara, чиаки_курихара
muchigaku, мучигаку
tama_(aquarion), тама(акварион)
kokkoro_(real)_(princess_connect!), коккоро_(настоящая)_(принцесса, подключайся!)
echidna_(p&d), ехидна(p&d)
claire_harvey, клэр харви
fujishima_megumi_(winter_loungewear), fujishima_megumi_(зимняя одежда для отдыха)
shaft_(company), shaft_(компания)
racing_miku_(2013), гонка_мику(2013)
algorhythm_project, алгоритм_проект
annelotte_(queen's_blade), аннелотта (клинок королевы)
yanhe, яньхэ
yuzuki_yukari_(vocaloid4), юзуки_юкари_(вокалоид 4)
exia_(nikke), эксия(никке)
crab_girl, девушка-краб
mainz_(azur_lane), майнц(азурская линия)
babydoll_lift, подтяжка детской сорочки
mega_banette, мега_банетт
kagemitsu_g4, кагэмицу_г4
binah_(blue_archive), бина_(синий архив)
inconvenient_tail, неудобный хвост
unworn_shoe, неношеная обувь
shooting_gallery, галерея съемок
bonanus_(genshin_impact), бонанус_(геншин_импакт)
tanaka_ayumu, танака_аюму
arare_kai_ni_(kancolle), араре_кай_ни(канколле)
narusawa_yui, нарусава_юи
kyou_wa_kanojo_ga_inai_kara, кью_ва_каноджо_га_инай_кара
leaf_skirt, юбка-лист_скирт
draco_malfoy, драко_малфой
atago_hiroe, атаго_хироэ
terumi_mei, теруми_мей
audie_(animal_crossing), аудио_(скрещивание животных)
mizuki_shiranui, мизуки ширануи
spiral_power, спиральная сила
in_sack, в мешке
deathlock-san, смертельный замок-сан
mahou_shoujo_taisen, махоу_шуйо_тайсен
kokkoro_(new_year)_(princess_connect!), коккоро_(новый год)_(принцесса, подключайся!)
usuzawa_sae, узузава_сае
type_91_armor-piercing_shell, тип_91_ броня-пирсинг_шелл
temperature, температура
stantler, стэнтлер
gauna, гауна
rowen_j._ilbert, ровен Джей.Ильберт
ruki_(senyuu), руки(сеню)
shionji_yuuko, шионджи_юуко
holding_dustpan, удерживающий совок для мусора
kirishima_kano, киришима_кано
twiddling_fingers, перебирающие пальцами
too_many_knives, слишком много ножей
kuroyoru_umidori, куроюру_умидори
kamikaze_explorer!, камикадзе-исследователь!
renekton, ренектон
shin'en-san_(shin'en), шин'ен-сан(шин'ен)
shizuka_(queen's_blade), шизука (клинок королевы)
degrees_of_lewdity, степения_из_меняемости
japanese_otter_(kemono_friends), японский_отзыв(kemono_friends)
otako_(galko), отако(галко)
yukianesa, юкианеса
ryuubi, рюуби
snover, сновер
saint-louis_(holy_knight's_resplendence)_(azur_lane), сент-Луис(великолепие святого рыцаря)(азур-лейн)
